[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-09 21:35:21] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-09 21:35:21] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720\
[2024-10-09 21:35:21] [class-ss-setup-task.php:72] Adding origin URL to queue: http://billytheplumber.local/
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=2007
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=2007
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 1276659 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7324b039-jpP4k8.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:fe0c057149b2458a6c7abcd30f5fde50bc84871b===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732768e6-rgvIzL.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=2008
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=2008
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 340 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732768e6-rgvIzL.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:6e5138ea43015b61340b8600eb3bb63ffe514cbe===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7327e0d0-pmi0d7.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=2009
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=2009
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 188045 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7327e0d0-pmi0d7.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:d06778d48b806268472264185e0408d4639a937e===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7328da0e-DTMb27.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=2010
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=2010
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 48712 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7328da0e-DTMb27.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:3d042e48e7cd6fcefcd1885452cfbb033e735cbf===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7329792d-DwSzjp.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=2011
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=2011
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7329792d-DwSzjp.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:9b9d34dd0196ed775c1d3f21717c27e5dcb4df3a===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732a24ee-9bMGdo.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=2012
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=2012
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 19705 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732a24ee-9bMGdo.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:7749163f1c9fc32467cc9001ed4193b6d25f253f===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732a9ffc-GQTdws.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=2013
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=2013
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 7532 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732a9ffc-GQTdws.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:a304571b2c1ee6905fbc9a29d577edbf6e4ba684===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732b0e3f-RdAKMr.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=2014
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=2014
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 16339 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732b0e3f-RdAKMr.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:90437399b7fc2958860aa8ee6f593f1f148d3dd1===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732b8fbb-TSG455.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=2015
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=2015
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 68007 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732b8fbb-TSG455.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:79e5f76915328d09fab9cd053dfb65baf59e14ea===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732c1492-4eKDrl.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js?simply_static_page=2016
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js?simply_static_page=2016
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 44956 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732c1492-4eKDrl.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:5c1e891b5d3ecb31a00ca3995351f22506342547===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732c9b2a-etsZiL.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.js?simply_static_page=2017
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.js?simply_static_page=2017
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 36544 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732c9b2a-etsZiL.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:105ad3eb9a1089b60d2c60f292616502a124a760===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732d170b-zEGUQw.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js?simply_static_page=2018
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js?simply_static_page=2018
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 15204 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732d170b-zEGUQw.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:7dc19fc9ae0982cd8bae76155b3bfe692e95c618===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732da2bf-p2CH0V.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.js?simply_static_page=2019
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.js?simply_static_page=2019
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 216550 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732da2bf-p2CH0V.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:765b0dd319988f9cfa428637e43fe09017eac769===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f732e5c59-X4O1hE.tmp
[2024-10-09 21:35:46] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?simply_static_page=2020
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?simply_static_page=2020
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:103] Filesize: 80657 bytes
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-10-09 21:35:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f732e5c59-X4O1hE.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:46] [class-ss-page.php:119] Checking Content Identical:bdfaba1d0c65a6a880b0415f5c8cb7cb30c72eb1===. Value: FALSE
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/js/frontend.js
[2024-10-09 21:35:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 649
[2024-10-09 21:35:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
